Mageplaza,Mageplaza
"Your csv file must include ""sku"" and ""qty"" columns.","您的 csv 檔必須有""sku""和""數量""列。",module,Magento_AdvancedCheckout
Reset,重設,module,Magento_AdvancedCheckout
SKU:,SKU:,module,Magento_AdvancedCheckout
"Only <span id=""%1_max_allowed"">%2</span> in stock","只有 <span id=""%1_max_allowed"">%2</span> 的庫存",module,Magento_AdvancedCheckout
Item,項目,module,Magento_AdvancedCheckout
"See price before order confirmation.",確認訂單前請確認價格。,module,Magento_AdvancedCheckout
"What's this?",這是什麼？,module,Magento_AdvancedCheckout
"Incl. Tax",含稅,module,Magento_AdvancedCheckout
"Excl. Tax",不含稅,module,Magento_AdvancedCheckout
"Edit item parameters",修改参數,module,Magento_AdvancedCheckout
Edit,編輯,module,Magento_AdvancedCheckout
"Remove item",刪除項目,module,Magento_AdvancedCheckout
"Products Requiring Attention",需要注意的產品,module,Magento_AdvancedCheckout
"Add to Cart",加到購物車,module,Magento_AdvancedCheckout
Sku,Sku,module,Magento_AdvancedCheckout
File,檔案,module,Magento_AdvancedCheckout
"File extensions allowed: .csv",檔副檔名允許︰.csv,module,Magento_AdvancedCheckout
"Add Row",添加行,module,Magento_AdvancedCheckout
"Remove Row",刪除行,module,Magento_AdvancedCheckout
"Add Products By SKU","添加產品的 SKU",module,Magento_AdvancedCheckout
"Shopping Cart Management",購物車管理,module,Magento_AdvancedCheckout
"View Shopping Cart",查看購物車,module,Magento_AdvancedCheckout
"View and modify Shopping Cart",查看和修改購物車,module,Magento_AdvancedCheckout
"Order by SKU Settings","由 SKU 順序",module,Magento_AdvancedCheckout
"Enable Order by SKU on My Account in Storefront","在店面上我的賬戶啟用 SKU 排序",module,Magento_AdvancedCheckout
"Customer Groups",客戶群組,module,Magento_AdvancedCheckout
"Apply Coupon",申請優惠券,module,Magento_AdvancedCheckout
"Order by SKU Description","按SKU 描述排列",module,Magento_AdvancedCheckout
"Display a Link to Loading a Spreadsheet",顯示一個載入試算表的連結,module,Magento_AdvancedCheckout
"Defines whether a link to My Account &gt; Order by SKU page will be displayed on the widget","定義是否連結到我的帳戶 &gt; 依照SKU 排序的頁面將顯示在widget內",module,Magento_AdvancedCheckout
"Link Text",連結文字,module,Magento_AdvancedCheckout
"The text of the link to the My Account &gt; Order by SKU page","到我的帳戶的連結顯示的文字內容 &gt; 依照SKU排序的頁面",module,Magento_AdvancedCheckout
"Load a list of SKUs","加载 SKU 的列表",module,Magento_AdvancedCheckout
"Order by SKU Template",按SKU排序的範本,module,Magento_AdvancedCheckout
"Please correct the data sent.",請更正發送的資料。,module,Magento_AdvancedPricingImportExport
"Entity type model '%1' is not found","找不到實體類型模型 '%1'",module,Magento_AdvancedPricingImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","實體類型必須屬於 \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType 裡的其中一個類型",module,Magento_AdvancedPricingImportExport
"There are no product types available for export",無產品類型可輸出,module,Magento_AdvancedPricingImportExport
"%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface","%1 類並不實現 \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface",module,Magento_AdvancedRule
"Sales Rule",銷售規則,module,Magento_AdvancedSalesRule
"Index sales rule",索引銷售規則,module,Magento_AdvancedSalesRule
"Related Search Terms",相關的搜索詞彙,module,Magento_AdvancedSearch
"Add New Search Term",添加新的搜索,module,Magento_AdvancedSearch
button_label,button_label,module,Magento_AdvancedSearch
"Missing search engine parameter.",找不到搜尋引擎參數,module,Magento_AdvancedSearch
"Successful! Test again?","成功 ！再次測試嗎？",module,Magento_AdvancedSearch
"Connection failed! Test again?","連接失敗 ！再次測試嗎？",module,Magento_AdvancedSearch
"Enable Search Recommendations",啟用搜索建議,module,Magento_AdvancedSearch
"When you enable this option your site may slow down.",當您啟用此選項時您的網站可能會慢下來。,module,Magento_AdvancedSearch
"Search Recommendations Count",搜索建議數,module,Magento_AdvancedSearch
"Show Results Count for Each Recommendation",顯示每項建議的結果數,module,Magento_AdvancedSearch
"Enable Search Suggestions",啟用搜索的建議,module,Magento_AdvancedSearch
"Search Suggestions Count",搜索建議數,module,Magento_AdvancedSearch
"Show Results Count for Each Suggestion",顯示每個建議的結果數,module,Magento_AdvancedSearch
ID,編號,module,Magento_AdvancedSearch
"Search Query",搜尋查詢,module,Magento_AdvancedSearch
Store,商店,module,Magento_AdvancedSearch
Results,結果,module,Magento_AdvancedSearch
Uses,使用,module,Magento_AdvancedSearch
"Redirect URL",重定向超連結,module,Magento_AdvancedSearch
"Suggested Term",建議的條件,module,Magento_AdvancedSearch
Yes,確定,module,Magento_AdvancedSearch
No,否,module,Magento_AdvancedSearch
Action,操作,module,Magento_AdvancedSearch
Edit,編輯,module,Magento_AdvancedSearch
"RPC call failed, connection timed out after %time_out.","RPC 調用失敗，連接 %time_out 後逾時。",module,Magento_Amqp
"Message has been rejected: %1","被拒絕的信息︰ %1",module,Magento_Amqp
"Error while checking if topic is synchronous",檢查主題是否同步時出錯,module,Magento_Amqp
"Subscription status",訂閱狀態,module,Magento_Analytics
"Sorry, there has been an error processing your request. Please try again later.",對不起，在處理您的請求時出現錯誤。請稍後重試。,module,Magento_Analytics
"There was an error save new configuration value.",保存新配值時出現錯誤。,module,Magento_Analytics
"--Please Select--",-請選擇-,module,Magento_Analytics
"Command was not found.",找不到命令。,module,Magento_Analytics
TestMessage,測試訊息,module,Magento_Analytics
"Apps and Games",應用程式和遊戲,module,Magento_Analytics
"Athletic/Sporting Goods",體育/運動用品,module,Magento_Analytics
"Art and Design",藝術與設計,module,Magento_Analytics
Analytics,分析,module,Magento_Analytics
API,API,module,Magento_Analytics
Configuration,配置,module,Magento_Analytics
Back,返回,module,Magento_AsynchronousOperations
Done,完成,module,Magento_AsynchronousOperations
Retry,重試,module,Magento_AsynchronousOperations
"%1 item(s) have been scheduled for update.""","%1 項目已經安排更新。""",module,Magento_AsynchronousOperations
"Bulk Actions Log",批量操作記錄,module,Magento_AsynchronousOperations
"%1 item(s) are currently being updated.",%1項目正在更新。,module,Magento_AsynchronousOperations
"%1 item(s) have been scheduled for update.","%1 項目已經安排更新。",module,Magento_AsynchronousOperations
"%1 item(s) have been successfully updated.","%1 項目已成功更新。",module,Magento_AsynchronousOperations
"%1 item(s) failed to update","%1 項目更新失敗",module,Magento_AsynchronousOperations
Details,詳細資料,module,Magento_AsynchronousOperations
"View Details",檢視詳細資料,module,Magento_AsynchronousOperations
Dismiss,忽略,module,Magento_AsynchronousOperations
"%1 items selected for mass update","大規模更新%1 項目",module,Magento_AsynchronousOperations
", %1 successfully updated","%1 已成功更新",module,Magento_AsynchronousOperations
", %1 failed to update","%1 更新失敗",module,Magento_AsynchronousOperations
"Something went wrong.",發生錯誤,module,Magento_AsynchronousOperations
"Action Log",操作記錄,module,Magento_AsynchronousOperations
"Bulk Actions",批量操作,module,Magento_AsynchronousOperations
"Credit Card: xxxx-%1","信用卡︰ xxxx-%1",module,Magento_Authorizenet
"amount %1","金額 %1",module,Magento_Authorizenet
failed.,失敗。,module,Magento_Authorizenet
successful.,成功。,module,Magento_Authorizenet
"Authorize.Net Transaction ID %1.","Authorize.Net 交易記錄 ID %1。",module,Magento_Authorizenet
authorize,授權,module,Magento_Authorizenet
"authorize and capture",授權和提取,module,Magento_Authorizenet
capture,提取,module,Magento_Authorizenet
refund,退款,module,Magento_Authorizenet
void,無效,module,Magento_Authorizenet
"Gateway error: %1","閘道錯誤: %1",module,Magento_Authorizenet
"Something went wrong in the payment gateway.",支付閘道錯誤,module,Magento_Authorizenet
"Invalid amount for capture.",提取的金額無效。,module,Magento_Authorizenet
"Payment capturing error.",提取付款時出現錯誤。,module,Magento_Authorizenet
"Invalid transaction ID.",無效的交易號碼,module,Magento_Authorizenet
"Payment voiding error.",支付無效,module,Magento_Authorizenet
"Invalid amount for refund.",退款金額無效。,module,Magento_Authorizenet
"Payment refunding error.",退款錯誤,module,Magento_Authorizenet
"The transaction was declined because the response hash validation failed.",回應的hash認證失敗，拒絕交易,module,Magento_Authorizenet
"This payment didn't work out because we can't find this order.",這筆付款項無效，因為我們找不到此訂單。,module,Magento_Authorizenet
"There was a payment authorization error.",出現了一個付款授權錯誤。,module,Magento_Authorizenet
"Please enter a transaction ID to authorize this payment.",請輸入要授權付款的交易編號。,module,Magento_Authorizenet
"Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.","發生錯誤 ︰ 已付的金額與訂單額不符。請更正此錯誤，然後重試。",module,Magento_Authorizenet
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","交易%1已獲得批准。 金額%2。 交易狀態為“%3”",module,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","交易%1無效/被拒絕。 交易狀態為“%2”。 金額%3。",module,Magento_Authorizenet
"Authorize Only",僅授權,module,Magento_Authorizenet
"Authorize and Capture",授權和提取,module,Magento_Authorizenet
"Credit Card Type",信用卡類型,module,Magento_Authorizenet
"Please Select",請選擇,module,Magento_Authorizenet
"Credit Card Number",信用卡卡號,module,Magento_Authorizenet
"Expiration Date",到期日期,module,Magento_Authorizenet
"Card Verification Number",信用卡驗證號碼,module,Magento_Authorizenet
"Fraud Detection",欺詐檢測,module,Magento_Authorizenet
"FDS Filter Action","FDS 篩選器操作",module,Magento_Authorizenet
"AVS Response",AVS地址驗證服務,module,Magento_Authorizenet
"Card Code Response",卡代碼回應,module,Magento_Authorizenet
"CAVV Response","CAVV 回應",module,Magento_Authorizenet
"Fraud Filters",欺詐行為篩檢程式,module,Magento_Authorizenet
"Place Order",確認訂單,module,Magento_Authorizenet
"Sorry, but something went wrong. Please contact the seller.","對不起，出了問題。 請聯繫賣家。",module,Magento_Authorizenet
"Authorize.net Direct Post","Authorize.net 直接付款",module,Magento_Authorizenet
Enabled,啟用,module,Magento_Authorizenet
"Payment Action",付款操作,module,Magento_Authorizenet
Title,標題,module,Magento_Authorizenet
"API Login ID","API 的登入識別碼",module,Magento_Authorizenet
"Transaction Key",交易金鑰,module,Magento_Authorizenet
"Merchant MD5","商戶 MD5",module,Magento_Authorizenet
"New Order Status",新訂單狀態,module,Magento_Authorizenet
"Test Mode",測試模式,module,Magento_Authorizenet
"Gateway URL",閘道網址,module,Magento_Authorizenet
"Transaction Details URL","交易明細 URL",module,Magento_Authorizenet
"Accepted Currency",接受的貨幣,module,Magento_Authorizenet
Debug,除錯,module,Magento_Authorizenet
"Email Customer",電郵客戶,module,Magento_Authorizenet
"Merchant's Email",商戶的電子郵件,module,Magento_Authorizenet
"Credit Card Types",信用卡類型,module,Magento_Authorizenet
"Credit Card Verification",信用卡驗證,module,Magento_Authorizenet
"Payment from Applicable Countries",適用國家的付款,module,Magento_Authorizenet
"Payment from Specific Countries",特定國家的付款,module,Magento_Authorizenet
"Minimum Order Total",最小訂單總數,module,Magento_Authorizenet
"Maximum Order Total",最大訂單總計,module,Magento_Authorizenet
"Sort Order",訂單排序,module,Magento_Authorizenet
Close,關閉,module,Magento_B2b
options,選項,module,Magento_B2b
"Select all",全部選取,module,Magento_B2b
"Deselect all",取消全選,module,Magento_B2b
Cancel,取消,module,Magento_B2b
Done,完成,module,Magento_B2b
"Please Select",請選擇,module,Magento_B2b
"%s of %s selected","%s %s 已選中",module,Magento_B2b
"B2B Features","B2B 特點",module,Magento_B2b
"Invalid Form Key. Please refresh the page.",無效表單金鑰，請刷新頁面。,module,Magento_Backend
"You entered an invalid Secret Key. Please refresh the page.",輸入的金鑰不正確，請刷新此頁面。,module,Magento_Backend
"Cache Storage Management",緩存記憶管理,module,Magento_Backend
"Flush Magento Cache",清空Magento緩存,module,Magento_Backend
"The cache storage may contain additional data. Are you sure that you want to flush it?",緩存記憶可能包含其他資料，確定清空？,module,Magento_Backend
"Flush Cache Storage",清空緩存記憶,module,Magento_Backend
Invalidated,無效,module,Magento_Backend
Orders,訂單,module,Magento_Backend
Amounts,金額,module,Magento_Backend
Bestsellers,暢銷產品,module,Magento_Backend
"Most Viewed Products",最受歡迎的產品,module,Magento_Backend
"New Customers",新客戶,module,Magento_Backend
Customers,客戶,module,Magento_Backend
Customer,客戶,module,Magento_Backend
Guest,訪客,module,Magento_Backend
Items,項目,module,Magento_Backend
Total,合計,module,Magento_Backend
"Lifetime Sales",累計銷售,module,Magento_Backend
"Average Order",平均訂單量,module,Magento_Backend
Average,平均值,module,Magento_Backend
Product,產品,module,Magento_Backend
Price,價格,module,Magento_Backend
Quantity,數量,module,Magento_Backend
Views,點擊率,module,Magento_Backend
Revenue,收入,module,Magento_Backend
Tax,稅金,module,Magento_Backend
Shipping,物流,module,Magento_Backend
"Images (.gif, .jpg, .png)",圖片（.gif、.jpg、.png）,module,Magento_Backend
"Media (.avi, .flv, .swf)",媒體（.avi、.flv，.swf）,module,Magento_Backend
"All Files",所有檔案,module,Magento_Backend
"Reset to Default",重設為預設值,module,Magento_Backend
"All Store Views",所有店面,module,Magento_Backend
"What is this?",這是怎麽？,module,Magento_Backend
"Save Account",儲存帳戶,module,Magento_Backend
"My Account",我的帳戶,module,Magento_Backend
"Account Information",帳戶資訊,module,Magento_Backend
"User Name",使用者名稱,module,Magento_Backend
"First Name",名字,module,Magento_Backend
"Last Name",姓氏,module,Magento_Backend
Email,電郵,module,Magento_Backend
"User Email",使用者電郵,module,Magento_Backend
"New Password",新密碼,module,Magento_Backend
"Password Confirmation",密碼確認,module,Magento_Backend
"Interface Locale",介面地區設定,module,Magento_Backend
"Current User Identity Verification",當前使用者身份驗證,module,Magento_Backend
"Your Password",您的密碼,module,Magento_Backend
"Save Cache Settings",儲存緩存設定,module,Magento_Backend
"Catalog Rewrites",目錄重寫,module,Magento_Backend
Refresh,重新整理,module,Magento_Backend
"Images Cache",圖片緩存,module,Magento_Backend
Clear,清除,module,Magento_Backend
"Description of Operation",操作說明,module,Magento_AsynchronousOperations
Summary,概要,module,Magento_AsynchronousOperations
"Start Time",開始時間,module,Magento_AsynchronousOperations
"Items to Retry",重試項目,module,Magento_AsynchronousOperations
"To retry, select the items and click “Retry”.","要重試，請選中該項目，按一下""重試""。",module,Magento_AsynchronousOperations
"Items That Can’t Be Updated.",不能更新的項目。,module,Magento_AsynchronousOperations
ID,編號,module,Magento_AsynchronousOperations
Status,狀態,module,Magento_AsynchronousOperations
"Meta Information",元資訊,module,Magento_AsynchronousOperations
Error,錯誤,module,Magento_AsynchronousOperations
"Dismiss All Completed Tasks",關閉所有已完成的任務,module,Magento_AsynchronousOperations
"Action Details - #",操作詳細資訊-#,module,Magento_AsynchronousOperations
"Number of Records Affected",受影響的記錄數目,module,Magento_AsynchronousOperations
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.",編譯允許的資源列表時出錯。您可以在例外日誌中找到更多內容。,module,Magento_Authorization
"You created the order.",您建立了訂單。,module,Magento_Authorizenet
"Order saving error: %1",訂單保存錯誤：%1,module,Magento_Authorizenet
"Please choose a payment method.",請選擇您的付款方式。,module,Magento_Authorizenet
"We can't process your order right now. Please try again later.",我們現在無法處理您的訂單。請稍後再試。,module,Magento_Authorizenet
"Search Index",搜尋索引,module,Magento_Backend
Rebuild,重建,module,Magento_Backend
"Inventory Stock Status",庫存狀態,module,Magento_Backend
"Rebuild Catalog Index",重建產品索引,module,Magento_Backend
"Rebuild Flat Catalog Category",重建平面類別,module,Magento_Backend
"Rebuild Flat Catalog Product",重建平面產品,module,Magento_Backend
"Cache Control",緩存控制,module,Magento_Backend
"All Cache",所有緩存,module,Magento_Backend
"No change",沒有變更,module,Magento_Backend
Disable,停用,module,Magento_Backend
Enable,啟用,module,Magento_Backend
"Add Design Change",新增設計修正,module,Magento_Backend
Back,返回,module,Magento_Backend
Delete,刪除,module,Magento_Backend
"Are you sure?",您確定嗎？,module,Magento_Backend
Save,儲存,module,Magento_Backend
"Edit Design Change",編輯設計修正,module,Magento_Backend
"New Store Design Change",新店設計修正,module,Magento_Backend
"General Settings",一般設定,module,Magento_Backend
Store,商店,module,Magento_Backend
"-- Please Select --","-- 請選擇 --",module,Magento_Backend
"Custom Design",自訂設計,module,Magento_Backend
"Date From",從日期,module,Magento_Backend
"Date To",到日期,module,Magento_Backend
"Design Change",設計修正,module,Magento_Backend
General,一般,module,Magento_Backend
Cancel,取消,module,Magento_Backend
"Delete %1 '%2'","刪除 %1 '%2'",module,Magento_Backend
"Delete %1","刪除 %1",module,Magento_Backend
"Block Information",區塊資訊,module,Magento_Backend
"Backup Options",備份選項,module,Magento_Backend
No,否,module,Magento_Backend
